orbit,bx,phi,eta,pt,charge
3742581,3498,1.51625,-0.685125,4.5,-1
3742581,3500,-2.11621,-0.80475,3.5,1
3746412,3540,1.82169,-0.685125,4.5,1
3749567,3452,-0.752673,-0.80475,3.5,1
3753679,3485,-2.09439,0.685125,8.5,-1
3756002,3453,3.13068,0,3.5,-1
3757364,3535,1.62534,0,10,-1
3757364,3536,-1.18901,0.609,29,1
3757412,3469,1.69079,-0.76125,6,1
3758679,3466,2.00713,0.206625,3,1
3760392,3493,1.77805,0,4,1
3762051,3550,0.698132,-0.685125,3.5,-1
3765428,3473,-1.94168,0.467625,20,1
3765428,3473,-1.72351,0.424125,3.5,-1
3776494,3517,-1.74533,0.358875,3.5,1
3783324,3503,1.61443,-0.424125,3.5,-1
3785696,3494,-1.77805,-0.76125,3,1
3788277,3498,-1.8435,-0.511125,4,-1
3794006,3524,2.55254,0.358875,5,1
3794006,3525,2.58527,0.511125,8.5,1
3794006,3526,-0.959931,0.80475,6.5,-1
3794920,3485,1.78896,-0.685125,4,1
3794920,3487,-2.14894,0,2.5,-1
3798526,3457,2.61799,-0.685125,3.5,1
3800187,3499,0.425424,-0.467625,6,-1
3800187,3500,2.68344,0,3.5,1
3804602,3484,2.29074,-0.467625,3.5,-1
3807468,3515,2.27984,-0.424125,3.5,1
3807468,3516,-1.5817,-0.511125,4.5,-1
3807639,3445,-1.7126,-0.76125,13,-1
3808386,3486,1.41808,-0.358875,5.5,-1
3809625,3514,1.69079,0,24,-1
3811051,3454,-0.90539,0.76125,8.5,1
3812658,3507,1.309,-0.424125,3.5,-1
3815210,3544,1.7126,0.511125,16.5,-1
3815210,3545,-1.8326,0,19,1
3815319,3519,1.49444,0.80475,3.5,-1
3815508,3480,1.37445,-0.315375,4.5,-1
3817273,3497,1.4399,-0.80475,7.5,-1
3817273,3498,-1.64715,-0.76125,7.5,1
3819748,3470,-0.927206,-0.358875,3.5,1
3823641,3514,1.60352,-0.511125,20.5,-1
3823641,3514,1.60352,-0.358875,10,1
3825319,3445,1.42899,0.685125,5,-1
3826202,3549,1.39626,-0.358875,5,-1
3828478,3532,1.25446,0.685125,6.5,-1
3828756,3535,0.981748,0.76125,139.5,-1
3828756,3537,-1.94168,0.80475,111,1
3831179,3512,-2.15985,0,4,1
3834354,3459,1.5817,-0.511125,13.5,-1
3834354,3460,-1.85441,-0.424125,11.5,1
3834520,3539,-1.38536,0.315375,3,1
3834520,3539,-1.52716,0.315375,3.5,1
3835399,3530,-1.50535,0,4,1
3836070,3518,1.14537,-0.80475,3.5,-1
3840634,3491,1.51625,0.685125,139.5,-1
3841371,3485,0.916298,0.80475,5,1
3841371,3487,-2.46528,0.76125,5,-1
3842139,3519,1.12356,-0.685125,3.5,-1
3844844,3475,1.52716,-0.184875,3,1
3849101,3546,1.55989,-0.511125,12,1
3852080,3471,2.20348,0,3,1
3854509,3515,-1.06901,0.261,3,-1
3855189,3470,-2.15985,-0.424125,13,1
3856326,3503,1.76715,0,3.5,1
3856489,3462,1.13446,0.358875,5,1
3857317,3461,-0.0327252,-0.511125,2.5,-1
3861333,3530,1.95259,0.80475,23.5,-1
3863501,3498,0.959931,-0.76125,8.5,1
3863501,3500,-2.95615,-0.80475,17,-1
3863797,3446,-1.22173,0,3,1
3867261,3513,1.88714,-0.80475,3.5,1
3870082,3541,-2.48709,0.532875,5,1
3871272,3522,-2.39983,-0.685125,5.5,1
3877155,3475,1.69079,-0.261,4.5,1
3877155,3477,-2.58527,0.315375,4,-1
3879005,3545,-2.78162,-0.76125,5,1
3881824,3550,-1.5708,0,3,-1
3882402,3539,2.1053,0.358875,3.5,1
3882402,3540,2.24711,0.511125,3,1
3882402,3541,-1.78896,0.511125,3,-1
3882402,3541,-1.65806,0.358875,3.5,-1
3883441,3510,0.556324,0,3.5,-1
3883441,3511,0.545415,0,4,-1
3894560,3492,1.54898,0,9,1
3895119,3477,1.62534,-0.511125,4.5,-1
3895119,3478,-1.06901,0,4.5,1
3899762,3548,1.75624,-0.163125,5.5,1
3899762,3550,-2.27984,0,8.5,-1
3900415,3446,2.06167,-0.358875,3.5,1
3902957,3546,1.29809,-0.685125,20,1
3903623,3496,1.42899,-0.358875,4,-1
3903623,3497,1.35263,-0.511125,2.5,-1
3906469,3495,1.52716,-0.424125,10,-1
3911979,3543,-1.37445,-0.511125,4,-1
3912804,3530,1.09083,-0.358875,4.5,-1
3915495,3528,1.5708,-0.184875,3.5,1
3915495,3529,1.5708,-0.163125,2.5,1
3925867,3464,-1.34172,-0.358875,7.5,1
3934241,3492,-0.512691,-0.28275,5.5,1
3934334,3466,-1.9635,-0.511125,14,1
3934652,3448,0.381791,0.619875,6.5,-1
3935166,3538,1.78896,0.685125,3.5,1
3937184,3483,0.938114,0.511125,11.5,1
3937184,3484,-2.498,0,8.5,-1
3942273,3469,1.40717,0,23,-1
3943017,3449,-1.10174,-0.76125,69.5,-1
3946152,3523,-1.46171,-0.511125,12.5,-1
3946152,3523,-1.46171,0,5.5,-1
3948874,3538,-1.7017,-0.467625,2.5,1
3950005,3465,-2.46528,-0.619875,15.5,1
3950125,3481,1.18901,0.80475,8,1
3950125,3483,-1.95259,0.76125,8.5,-1
3950304,3498,-2.18166,-0.76125,19,-1
3953324,3518,-0.654498,0,5,1
3953410,3531,1.75624,0,4,1
3958401,3552,1.81078,-0.358875,4.5,1
3961084,3505,0.359974,-0.28275,3,-1
3961216,3551,2.47619,-0.80475,139.5,-1
3963394,3537,1.50535,-0.80475,24.5,1
3963573,3450,1.82169,-0.685125,5,1
3967988,3460,0.239983,-0.358875,3.5,-1
3968011,3477,2.02895,0,3.5,1
3972560,3502,-1.29809,-0.76125,3,-1
3983216,3463,-2.14894,0.685125,3.5,-1
3985973,3469,2.46528,0.10875,3.5,-1
3985973,3470,-0.861757,-0.424125,139.5,1
3994012,3454,2.06167,0.6525,3.5,1
3994012,3455,2.06167,0.511125,3,1
3994012,3456,-1.72351,0.685125,3.5,-1
4004274,3474,1.31991,-0.358875,4,-1
4004833,3541,0.218166,-0.206625,36,-1
4006057,3536,1.4399,-0.3915,3.5,-1
4006057,3538,-1.63625,0,5,1
4006757,3528,-1.72351,-0.685125,3.5,-1
4007174,3531,1.09083,0.80475,5,-1
4007174,3533,-2.00713,0.685125,5.5,1
4011847,3478,1.76715,-0.685125,7.5,1
4014976,3452,1.95259,-0.80475,3.5,1
4019407,3500,1.64715,-0.358875,6,-1
4019407,3501,1.64715,-0.358875,6,-1
4024374,3491,1.48353,-0.685125,86.5,-1
4024374,3493,-2.79253,-0.80475,5.5,1
4024948,3495,1.309,0,18.5,-1
4026078,3552,-2.45437,0,4,-1
4027180,3471,1.52716,-0.424125,5.5,1
4027180,3473,-2.00713,0,5,-1
4028919,3509,2.0944,0,3.5,1
4029138,3522,1.16719,0,4.5,-1
4029138,3524,-2.69435,0.467625,3.5,1
4034311,3553,1.64715,-0.685125,3.5,1
4034311,3554,1.64715,-0.685125,3.5,1
4034311,3555,1.64715,-0.685125,3.5,1
4036930,3482,1.65806,-0.685125,53.5,1
4040711,3446,1.29809,-0.424125,3.5,-1
4042100,3513,-2.79253,-0.467625,9.5,1
4043909,3451,-1.98531,0,3.5,-1
4044504,3549,1.18901,-0.41325,5.5,-1
4045292,3474,2.31256,0,3.5,1
4045813,3475,-2.00713,0.358875,4,-1
4055928,3471,-0.959931,0.609,8,-1
4059187,3533,1.7126,-0.163125,6.5,1
4059282,3528,-0.785398,-0.641625,17,1
4059282,3528,-0.796306,-0.641625,5.5,1
4059787,3493,1.36354,0,23,-1
4065073,3480,1.05811,-0.467625,5.5,-1
4066869,3475,1.62534,-0.76125,11,-1
4073026,3467,1.7126,0,5,1
4073026,3468,1.75624,0,6,1
4073026,3469,-1.23264,0.76125,4.5,-1
4075359,3475,-2.59618,-0.358875,5,-1
4075359,3476,-2.59618,-0.511125,139.5,1
4075359,3476,-2.58527,-0.358875,4.5,-1
4077534,3509,1.03629,-0.424125,3.5,-1
4078767,3479,1.60352,-0.685125,5.5,1
4080873,3488,-1.01447,-0.80475,3.5,1
4081643,3534,1.12356,0,3,-1
4083278,3503,2.32347,0.206625,5,1
4085718,3464,1.41808,-0.685125,4,-1
4087157,3520,1.53807,-0.10875,7.5,-1
4090072,3466,1.53807,-0.80475,3.5,1
4097394,3483,1.47262,-0.793875,11.5,1
4098369,3471,1.38535,0,6,-1
4101090,3465,1.67988,-0.80475,3.5,1
4101090,3467,-1.74533,-0.424125,3.5,-1
4102710,3475,2.34529,0,5,1
4102710,3477,-1.4399,0.424125,6.5,-1
4103640,3538,2.19257,0.358875,3.5,1
4103804,3547,-2.01804,-0.511125,3,1
4105581,3509,-2.03985,0.467625,4,-1
4107588,3508,1.309,-0.163125,3.5,-1
4110147,3550,-0.763582,-0.76125,3.5,-1
4118520,3529,1.66897,0.80475,11,1
4118520,3531,-2.2362,0.467625,2.5,1
4118842,3506,-0.970839,0,3.5,1
4121538,3514,1.9635,-0.511125,3,1
4121538,3515,-1.77805,0,3,-1
4121538,3515,-1.66897,-0.054375,3.5,-1
4125114,3551,-1.9744,-0.80475,3.5,-1
4134314,3489,1.18901,0,5.5,-1
4134314,3490,-1.59261,0.80475,3.5,1
4134956,3534,1.61443,-0.685125,10,1
4134956,3536,-1.309,-0.76125,8.5,-1
4137606,3484,1.5817,-0.206625,4,-1
4140530,3504,0.119991,0,5,-1
4141637,3531,1.7126,-0.358875,4.5,1
4141637,3532,1.75624,-0.511125,6.5,1
4141637,3533,-2.32347,-0.511125,7.5,-1
4150900,3543,0.523599,-0.80475,3.5,1
4150900,3545,3.06523,0,2.5,-1
4151485,3500,0.959931,-0.358875,6.5,-1
4151485,3501,0.927206,-0.511125,11,-1
4151485,3502,-2.07258,-0.467625,10,1
4152036,3473,1.62534,-0.685125,4.5,1
4155933,3464,1.65806,-0.358875,72,1
4155933,3465,1.62534,-0.511125,3.5,-1
4156777,3503,1.91986,-0.80475,5,1
4159706,3471,1.63625,0,5,-1
4164546,3538,-1.41808,-0.76125,9,-1
4167946,3457,1.41808,-0.36975,6,-1
4169230,3492,1.69079,-0.80475,4.5,1
4170969,3493,2.05076,0,5,-1
4170969,3494,-0.589049,0.511125,8.5,1
4173547,3505,2.27984,-0.511125,98.5,1
4173547,3505,2.26893,-0.685125,8.5,1
4173547,3507,-2.18166,0,6.5,-1
4174928,3541,1.54898,-0.750375,21.5,1
4174928,3543,-2.44346,-0.424125,96.5,1
4177317,3505,1.81078,0,4.5,1
4177946,3449,2.01804,-0.511125,2.5,-1
4178553,3548,0.861756,0,3.5,-1
4178902,3484,1.18901,-0.685125,5.5,1
4179297,3447,1.61443,-0.424125,3.5,1
4182473,3463,1.1781,0,6.5,-1
4182473,3465,-0.981748,0.6525,3,1
4184578,3531,2.05076,0.685125,3.5,1
4186469,3533,1.99622,-0.511125,4,1
4186469,3534,-2.55254,-0.511125,4,-1
4186469,3534,-2.43255,-0.358875,3.5,-1
4190108,3486,0.545415,0.511125,9.5,-1
4190108,3487,-1.63625,0,10.5,1
4190108,3488,-1.65806,0,5.5,1
4196333,3493,2.78162,-0.41325,3.5,1
4196333,3494,-1.24355,0.511125,4.5,-1
4196641,3535,-0.490874,-0.80475,24,1
4199038,3479,2.34529,-0.424125,31,1
4199038,3481,-1.9744,0.554625,13,1
4201094,3527,-2.14894,-0.685125,3.5,-1
4203670,3508,1.76715,-0.685125,3.5,1
4203898,3540,-1.45081,0,3,-1
4207079,3498,1.12356,-0.685125,3.5,-1
4207285,3526,2.19257,0,3.5,1
4208008,3450,0.883573,-0.511125,7,-1
4209549,3458,1.52716,-0.685125,14.5,-1
4210301,3537,1.64715,0,139.5,1
4210301,3538,1.64715,-0.163125,36.5,1
4210301,3539,-1.07992,0.228375,36,-1
4211548,3548,0.534507,0.76125,3,-1
4215113,3459,1.62534,0,23.5,1
4221425,3548,0.51269,-0.467625,139.5,1
4221425,3549,-2.59618,-0.467625,139.5,-1
4222486,3462,-1.78896,-0.424125,3.5,1
4224184,3552,1.89805,-0.685125,3.5,1
4226344,3499,-1.99622,-0.80475,3.5,-1
4239661,3504,1.87623,-0.80475,4.5,1
4241579,3551,2.67254,-0.358875,4,1
4241579,3553,-1.07992,-0.80475,3.5,-1
4241579,3554,-1.07992,-0.80475,3.5,-1
4241579,3555,-1.07992,-0.80475,3.5,-1
4246393,3548,2.12712,-0.511125,3,1
4246393,3549,-2.58527,-0.511125,3,-1
4246441,3491,2.25802,0.358875,3.5,1
4249181,3509,1.11265,0.80475,5.5,-1
4253418,3483,0.0327249,0,4,-1
4253418,3484,-2.42164,-0.685125,3.5,1
4255434,3472,1.15628,-0.685125,3.5,1
4258126,3550,1.33081,-0.358875,3.5,-1
4263239,3498,0.414516,0.685125,3.5,-1
4265727,3482,1.31991,0.511125,3,-1
4265727,3483,-0.578141,-0.685125,3.5,1
4265727,3484,-0.436333,-0.511125,3.5,1
4265727,3484,-0.578141,-0.685125,3.5,1
4266015,3499,-2.17075,-0.685125,3.5,-1
4276372,3457,1.99622,-0.06525,3,1
4277527,3488,1.10174,0.3915,3.5,-1
4277828,3526,-0.64359,-0.80475,3.5,-1
4279452,3449,-2.79253,-0.80475,3.5,-1
4281205,3542,-2.01804,0,3,1
4281205,3543,-2.15985,0.358875,3.5,1
4281864,3523,1.78896,-0.358875,4,1
4282190,3519,1.82169,-0.80475,47,1
4282190,3520,-1.18901,-0.80475,31,-1
4282401,3482,2.00713,0.80475,3.5,1
4282933,3481,-1.95259,0,3.5,1
4283204,3496,1.40717,0,3.5,-1
4285034,3481,-2.78162,-0.685125,6.5,1
4285034,3481,-2.56345,-0.685125,4,1
4286590,3485,0.665407,-0.511125,6.5,-1
4286590,3487,-3.0216,-0.467625,3.5,1
4289470,3458,-0.534507,0.424125,4.5,-1
4290204,3464,1.66897,-0.467625,6.5,1
4292110,3495,1.87623,-0.511125,3,1
4295544,3489,1.47262,-0.80475,7.5,-1
4295544,3490,-1.28718,-0.80475,9,1
4298326,3546,1.7017,0.80475,29.5,-1
4298482,3529,1.23264,-0.054375,11,-1
4298482,3530,-2.21439,-0.054375,11.5,1
4298990,3510,2.18166,-0.06525,2.5,-1
4300174,3453,0.469057,0.054375,3.5,-1
4300194,3497,1.7017,-0.511125,27,1
4300194,3498,-2.7598,-0.511125,11,1
4300194,3498,-2.7598,-0.358875,4.5,-1
4301746,3473,0.77449,-0.76125,3,-1
4303366,3528,-0.578141,-0.511125,3,1
4303838,3476,-2.08349,0.41325,3,-1
4304858,3539,-2.51982,0.511125,3.5,-1
4305047,3532,1.61443,0.467625,5.5,1
4307596,3544,0.927206,-0.685125,3.5,-1
4318851,3470,1.24355,0,16.5,1
4318851,3471,-1.98531,-0.80475,12,-1
4319727,3490,2.08349,-0.358875,5,1
4324331,3453,0.0109083,0.511125,4,-1
4324504,3499,0.981748,-0.80475,3.5,1
4324583,3536,-0.938114,0.609,3.5,1
4324625,3494,1.89805,0,8,1
4325886,3452,1.63625,0,6,1
4325886,3452,-2.15985,0.511125,2.5,-1
4327169,3539,0.894481,0.685125,3.5,-1
4327663,3530,-2.65072,0.76125,9,1
4328965,3465,1.61443,-0.163125,139.5,1
4328965,3466,-1.31991,0.054375,139.5,-1
4329805,3534,1.39626,0.76125,7.5,-1
4333766,3479,2.00713,-0.435,5.5,-1
4333766,3480,-0.719949,0.76125,4,1
4337629,3524,0.818123,-0.685125,3.5,-1
4343142,3548,1.4508,-0.685125,3.5,-1
4343792,3545,1.309,0,3.5,-1
4344298,3463,1.59261,-0.467625,3.5,-1
4347557,3446,-0.785398,0.424125,3.5,1
4348156,3454,1.75624,0,3.5,1
4348156,3456,-2.60709,-0.511125,3.5,-1
4348430,3503,1.49444,-0.358875,4,-1
4348430,3505,-0.959931,0.380625,4.5,1
4348721,3509,1.9744,-0.80475,130.5,1
4348908,3480,1.81078,0,5.5,-1
4350744,3446,1.93077,0.80475,16.5,-1
4350744,3448,0.174533,0.467625,11.5,-1
4351423,3476,-1.63625,0.28275,11,1
4353924,3456,1.61443,-0.76125,7.5,1
4353924,3458,-0.981748,-0.76125,7,-1
4355872,3472,1.4399,-0.619875,3,-1
4356670,3471,1.309,-0.685125,4.5,-1
4357013,3507,-0.949023,0,3.5,1
4359221,3450,1.54898,0,6,1
4365251,3538,1.8326,-0.80475,3.5,1
4365251,3539,1.8326,-0.80475,3.5,1
4365251,3540,-1.93077,-0.80475,3.5,-1
4366009,3475,1.61443,0,13.5,-1
4366009,3476,1.5708,0,3,-1
4367286,3537,1.29809,-0.3915,3,-1
4367458,3488,2.37801,-0.424125,3.5,-1
4371753,3527,-2.25802,0.511125,4,-1
4371753,3528,-2.11621,0,3.5,-1
4374415,3553,1.61443,-0.358875,3.5,1
4374415,3554,1.61443,-0.358875,3.5,1
4374415,3555,1.61443,-0.358875,3.5,1
4376407,3519,1.4508,-0.358875,9,1
4376407,3520,1.49444,-0.511125,3.5,1
4379273,3488,0.567232,0.511125,5,-1
4383068,3547,1.72351,0.511125,10,1
4383068,3548,-1.72351,0.685125,5.5,-1
4385067,3477,-2.06167,-0.511125,7.5,-1
4385184,3454,1.7017,-0.76125,12.5,1
4386343,3479,2.05076,-0.28275,3,1
4387139,3460,-1.91986,-0.80475,3.5,-1
4392709,3454,2.27984,-0.511125,3.5,1
4392709,3455,-1.90895,-0.511125,3.5,-1
4392995,3542,0.294524,0.315375,3.5,-1
4393473,3462,-1.86532,-0.685125,7,-1
4401827,3549,1.28718,-0.163125,3.5,-1
4401827,3550,1.14537,-0.163125,3,-1
4401827,3551,-1.41808,0.10875,3,1
4402021,3453,1.36354,-0.80475,32.5,-1
4402629,3488,2.22529,0.80475,3.5,1
4402629,3490,-2.06167,0.80475,3.5,-1
4402930,3523,2.65072,0.80475,3.5,1
4402930,3524,-1.60352,0.511125,3.5,-1
4403217,3544,3.10887,0,2.5,-1
4404455,3463,-2.65072,-0.511125,23.5,1
4407546,3507,1.60352,-0.685125,5.5,1
4411165,3511,1.59261,-0.685125,10.5,1
4412335,3467,-1.75624,-0.424125,3.5,-1
4413930,3466,2.03985,-0.23925,17,-1
4419369,3520,1.50535,0.685125,4.5,1
4430565,3496,1.8435,-0.80475,3.5,-1
4430565,3497,-0.676315,-0.511125,3.5,1
4434071,3487,1.33081,0,3.5,1
4434071,3488,-2.34529,-0.511125,4,-1
4439700,3479,2.12712,0,3.5,1
4439700,3480,2.25802,0,4,1
4440423,3545,1.42899,-0.685125,7,-1
4441089,3450,-2.1053,0.80475,7,1
4441592,3471,2.00713,-0.80475,7.5,1
4442015,3545,1.21082,0,3,1
4442015,3545,1.0472,0,3.5,1
4442137,3508,1.23264,-0.511125,21,-1
4442137,3508,1.27627,-0.358875,4,-1
4445508,3523,3.03251,-0.511125,3,1
4445508,3525,-0.872665,-0.641625,3,-1
4448354,3453,0.698132,0.6525,3.5,-1
4450751,3532,1.69079,-0.41325,32.5,1
4450751,3533,1.69079,-0.511125,29.5,1
4452020,3496,1.78896,-0.685125,7,1
4453983,3550,1.82169,-0.358875,6.5,-1
4456702,3500,1.25446,-0.685125,3.5,-1
4456702,3501,1.22173,-0.80475,4,-1
4457679,3476,1.93077,-0.467625,4.5,1
4458026,3515,1.309,-0.793875,3.5,1
4461206,3527,1.46171,-0.206625,4.5,1
4461609,3497,2.2362,-0.80475,3.5,1
4462027,3459,2.21439,0,3.5,-1
4462027,3461,-0.796306,0.609,6,1
4465851,3503,0.981748,-0.358875,3.5,-1
4465851,3504,0.883573,-0.511125,4,-1
4465851,3505,-1.36354,-0.424125,3,1
4466936,3486,1.21082,-0.424125,3.5,-1
4466936,3487,-1.94168,0.435,3,1
4472700,3452,1.53807,-0.80475,21.5,-1
4472700,3454,-1.90895,-0.511125,21,1
4473569,3482,2.12712,0.76125,6,-1
4473569,3483,-1.02538,0.6525,5.5,1
4474479,3503,1.67988,-0.76125,3.5,1
4478977,3550,-0.250891,0.80475,3.5,1
4480014,3466,-0.927206,-0.641625,3.5,1
4482462,3513,1.37445,0.424125,3.5,-1
4484618,3479,1.63625,-0.10875,6,1
4484618,3481,-0.970839,-0.054375,5,-1
4506266,3467,-1.11265,-0.76125,9.5,1
4506804,3475,-1.28718,0.685125,3.5,-1
4508730,3525,2.72708,-0.511125,3,1
4508730,3525,2.57436,-0.358875,3.5,1
4509989,3496,1.89805,0,5.5,1
4515313,3498,1.81078,-0.685125,8.5,1
4515313,3500,-0.949023,0,37.5,-1
4517623,3477,1.73442,0.80475,6,-1
4517875,3531,1.39626,0.80475,3.5,-1
4519398,3467,2.24711,-0.424125,3.5,1
4524057,3524,0.479966,0.80475,3.5,-1
4524700,3447,1.10174,0,6,1
4527418,3491,1.63625,-0.3915,58.5,-1
4529954,3524,1.50535,0.80475,3.5,-1
4535291,3513,1.38535,-0.685125,4.5,-1
4536282,3481,1.41808,-0.358875,3.5,-1
4536282,3482,1.33081,-0.511125,3.5,-1
4536282,3483,-1.12356,0,3.5,1
4541866,3547,-1.61443,-0.80475,7,1
4543071,3540,1.31991,-0.80475,3.5,-1
4547546,3486,-0.447241,-0.511125,3,1
4547708,3551,1.54898,0.511125,3,1
4553409,3486,1.51625,-0.467625,4.5,-1
4557571,3544,1.52716,0,2.5,-1
4559423,3528,1.65806,0.511125,4.5,1
4561398,3464,2.05076,-0.358875,3.5,1
4563439,3452,1.18901,0,35.5,-1
4565616,3513,1.59261,0.3915,37.5,-1
4567828,3509,1.46171,-0.76125,3.5,1
4567957,3522,1.62534,0,3.5,1
4571895,3485,-2.2362,0.80475,5,1
4572405,3533,2.05076,-0.358875,139.5,1
4572405,3534,2.05076,-0.511125,139.5,-1
4572405,3535,-1.1781,0,139.5,-1
4581129,3544,1.69079,0.511125,8,-1
4581129,3545,-0.578141,0.424125,6.5,1
4585119,3468,1.49444,0,3.5,1
4589832,3552,1.33081,-0.76125,3.5,-1
4590067,3535,-2.47619,-0.80475,3.5,-1
4591060,3480,2.07258,0.80475,3.5,1
4594374,3494,2.7598,0.511125,4,1
4595955,3547,-1.73442,0.511125,2.5,1
4596899,3455,1.49444,-0.6525,14.5,-1
4598926,3485,1.25446,0.685125,5,-1
4599491,3503,1.95259,-0.80475,3.5,1
4599491,3505,-1.8326,-0.685125,4,-1
4600479,3469,0.796306,0,14,1
4600479,3469,0.77449,0,6.5,1
4600479,3471,-2.79253,0.685125,5.5,-1
4601070,3553,1.309,0,4.5,-1
4601070,3554,1.309,0,4.5,-1
4601070,3555,1.309,0,4.5,-1
4610846,3510,1.88714,-0.358875,3.5,1
4611254,3467,2.73799,0,3.5,1
4612416,3528,-1.90895,0,4,-1
4613727,3553,2.21439,0.80475,3.5,1
4613727,3554,2.21439,0.80475,3.5,1
4613727,3555,2.21439,0.80475,3.5,1
4615665,3548,1.99622,0,3.5,1
4618609,3545,1.41808,-0.80475,3.5,-1
4618609,3546,-1.48353,-0.76125,3.5,1
4618776,3520,2.05076,-0.80475,8,1
4625216,3520,1.9744,-0.685125,3.5,1
4631786,3547,-1.35263,-0.685125,8,1
4637379,3547,2.17075,-0.685125,5.5,1
4637379,3549,-1.45081,-0.424125,6,-1
4641413,3511,0.796306,-0.76125,16,-1
4641413,3513,-2.24711,-0.467625,20,1
4641948,3449,2.34529,-0.76125,3.5,-1
4643656,3528,-1.28718,0,13,1
4644176,3533,-2.68344,-0.424125,3.5,-1
4645424,3548,-1.65806,0.80475,130.5,-1
4648159,3486,-1.45081,0.685125,4.5,-1
4649389,3475,-1.75624,0.80475,18,-1
4650007,3529,1.9744,0,3.5,1
4650007,3530,2.1053,0,3,1
4650007,3531,-2.81434,0.511125,4,-1
4650405,3449,1.98531,0.511125,3,1
4652940,3520,1.88714,0.80475,5.5,-1
4653018,3495,1.5708,-0.76125,11,1
4654540,3493,-1.35263,0.685125,6,-1
4654697,3549,2.67254,0.380625,3.5,1
4663661,3484,1.46171,0.685125,5,-1
4667240,3535,-1.39626,0.23925,3,1
4668590,3516,2.06167,-0.511125,3.5,1
4671932,3445,-2.00713,-0.76125,9,1
4673236,3459,-1.48353,0.685125,3.5,1
4674015,3510,-1.21082,-0.467625,4.5,1
4674263,3478,1.309,-0.511125,5.5,1
4678206,3550,1.38535,-0.424125,6.5,-1
4686228,3538,-3.13068,0.532875,4,-1
4688479,3481,1.22173,-0.511125,6,-1
4688479,3482,-1.59261,-0.424125,3,1
4688479,3483,-1.59261,-0.467625,3,1
4689481,3495,-0.523599,0.576375,3,1
4692001,3447,1.14537,-0.358875,4,-1
4692001,3448,1.06901,-0.511125,4.5,-1
4692001,3449,-1.309,-0.511125,2.5,1
4692075,3496,-1.9635,-0.685125,3.5,1
4693875,3468,1.35263,-0.424125,3.5,-1
4695446,3500,0.785398,-0.511125,25.5,1
4695446,3502,-2.46528,0.23925,34,-1
4696395,3464,2.17075,0,3.5,1
4697248,3521,2.31256,0,4.5,1
4699332,3457,-0.752673,-0.424125,3.5,1
4699487,3505,-2.18166,0,3.5,-1
4704017,3511,1.98531,0,3,1
4706000,3531,1.75624,-0.80475,3.5,1
4706000,3532,-2.43255,-0.511125,6.5,-1
4706737,3481,1.69079,0.511125,5,-1
4706737,3482,-1.47262,0.80475,3.5,1
4710592,3524,1.11265,0,3,-1
4711103,3445,-1.35263,0,3.5,1
4711493,3481,2.17075,0.511125,3,1
4711941,3530,1.75624,-0.358875,5,1
4712521,3538,1.74533,-0.358875,3.5,1
4716760,3449,-0.370883,0.358875,3.5,1
4720597,3523,2.35619,-0.435,3.5,1
4722499,3449,-0.981748,-0.424125,139.5,1
4727588,3524,1.74533,-0.76125,6.5,1
4727588,3526,-1.37445,-0.467625,7.5,-1
4728126,3544,-0.370883,-0.467625,5.5,1
4728426,3509,1.7126,-0.358875,4,1
4728523,3462,1.5708,-0.80475,10,-1
4734877,3537,1.61443,-0.80475,3.5,-1
4735349,3466,-1.33081,0.358875,5,-1
4735561,3514,1.76715,0.76125,3.5,-1
4735561,3516,0.109083,0,3.5,1
4736964,3471,1.41808,-0.206625,3.5,1
4738271,3447,1.72351,-0.358875,8,-1
4744036,3513,2.29074,-0.685125,3.5,1
4746222,3450,-2.7598,0.3915,4.5,-1
4749035,3476,1.13446,0.76125,139.5,-1
4749035,3477,-1.23264,0.80475,15.5,-1
4757694,3533,2.13803,0,3.5,1
4760683,3459,0.763582,0.80475,3.5,1
4767779,3499,1.06901,0.3915,4,1
4770343,3491,-2.80344,0.80475,3.5,-1
4771020,3517,0.861756,0.358875,5,-1
4774560,3517,2.01804,-0.511125,7,-1
4778124,3508,-1.0472,0.80475,3.5,1
4779060,3529,1.50535,-0.467625,7.5,1
4780871,3477,1.06901,0.80475,10.5,1
4784492,3536,2.27984,0.358875,3.5,1
4791630,3493,1.15628,-0.511125,26.5,1
4792451,3533,1.81078,-0.685125,5,1
4793400,3477,1.98531,-0.685125,3.5,1
4793400,3479,-2.09439,-0.511125,3,-1
4794704,3511,1.02538,0.80475,17.5,-1
4794704,3512,3.05433,-0.358875,6,-1
4794704,3513,3.07614,-0.28275,6.5,1
4794723,3481,2.07258,-0.511125,3,1
4797524,3493,-1.86532,-0.23925,3,1
4799253,3491,-1.05811,-0.641625,3.5,1
4801347,3542,-1.10174,-0.641625,3.5,-1
4805140,3458,1.49444,-0.511125,5.5,-1
4805140,3460,-0.534507,-0.424125,3.5,1
4806354,3489,-0.90539,-0.80475,3.5,1
4812266,3496,0.0763582,0,11,-1
4815077,3543,1.63625,0,15.5,1
4815208,3476,1.13446,-0.358875,4,-1
4815208,3477,-0.927206,0,2.5,1
4817426,3480,-0.021817,0.424125,3.5,-1
4817426,3481,-0.021817,0.511125,5.5,-1
4818638,3490,-1.14537,0.6525,28,1
4818638,3490,-1.16719,0.6525,6.5,1
4819593,3521,1.7126,0,4.5,-1
